company,status,board_url,ats_type,jobs_read,source_url,notes,original_reason
Sonny's Enterprises Inc. - Conveyorized Car Wash Equipment Leader,Search leads saved — validation pending,,,,https://www.linkedin.com/company/sonny%27s-enterprises/jobs,Search results are unverified leads; no board added.,no_url_at_all
Sonsie Skin Inc.,Search leads saved — validation pending,,,,https://sonsieskin.com/pages/contact-us,Search results are unverified leads; no board added.,no_url_at_all
Sony Music Publishing,Search leads saved — validation pending,,,,https://www.sony.com/en_us/SCA/careers/satv.html,Search results are unverified leads; no board added.,no_url_at_all
SOSV HAX,Search leads saved — validation pending,,,,https://sosv.com/,Search results are unverified leads; no board added.,no_url_at_all
SoTalent,Search leads saved — validation pending,,,,https://sotalent.us/jobs,Search results are unverified leads; no board added.,no_url_at_all
Sound Royalties,Search leads saved — validation pending,,,,https://soundroyalties.com/careers/,Search results are unverified leads; no board added.,no_url_at_all
Sourceo,Further adapter investigation required,,,,https://sourceo.io/jobs/6a8c0f02e7bbccb22e694085,,needs_adapter
South Coast Improvement Company,Search leads saved — validation pending,,,,https://southcoastimprovement.com/career-opportunities/,Search results are unverified leads; no board added.,no_url_at_all
South Shore Roofing LLC,Search leads saved — validation pending,,,,https://www.linkedin.com/company/south-shore-roofing,Search results are unverified leads; no board added.,no_url_at_all
SouthEast Alaska Regional Health Consortium (SEARHC),Search leads saved — validation pending,,,,https://searhc.org/careers/,Search results are unverified leads; no board added.,no_url_at_all
Southern Company Gas,Search leads saved — validation pending,,,,https://www.southerncompanygas.com/,Search results are unverified leads; no board added.,no_url_at_all
SpaceNews,Further adapter investigation required,,,,https://jobs.spacenews.com,,no_board_found
Specialized Dental Partners,Adapter validation unresolved,https://careers-specializeddental.icims.com/jobs/search?ss=1&in_iframe=1,icims,0,https://careers.specializeddental.com/jobs/3059?lang=en-us,PartialScrapeError: iCIMS results or explicit empty state is absent,needs_adapter
Specialty Print Communications,Search leads saved — validation pending,,,,https://specialtyprintcomm.com/contact/,Search results are unverified leads; no board added.,no_url_at_all
SpiderRock,Search leads saved — validation pending,,,,https://careers.blackrock.com/job/chicago/sales-client-service-onboarding-operations-associate/45831/99506241840,Search results are unverified leads; no board added.,no_url_at_all
Spinnaker Analytics,Search leads saved — validation pending,,,,https://www.spinnakeranalytics.com/,Search results are unverified leads; no board added.,no_url_at_all
Sports Careers,Search leads saved — validation pending,,,,https://gire.mashreqdevelopments.com/uses?_=%2Fcompany%2Fsports-careers%23aU4iOhb7bFvice0yymyvWGRePyRLoiwZ&trk=public_jobs_sub-nav-cta-optional-url,Search results are unverified leads; no board added.,no_url_at_all
Sprayground,Search leads saved — validation pending,,,,https://www.sprayground.co.il/,Search results are unverified leads; no board added.,no_url_at_all
Spurk HVAC,Further adapter investigation required,,,,https://spurkhvac.prevueaps.com/jobs/336774-113916.html,,needs_adapter
Spurs Sports & Entertainment,Search leads saved — validation pending,,,,https://www.frostbankcenter.com/connect/career-opportunities,Search results are unverified leads; no board added.,no_url_at_all
Squadra Technologies Services,Search leads saved — validation pending,,,,https://www.indeed.com/cmp/Squadra-Technologies-Services?fromjk=b2c1e1569bf29f34,Search results are unverified leads; no board added.,no_url_at_all
SRM Digital,Search leads saved — validation pending,,,,https://www.linkedin.com/company/srm-digital-llc,Search results are unverified leads; no board added.,no_url_at_all
SRO Housing Corporation,Search leads saved — validation pending,,,,https://srohousing.org/employment/,Search results are unverified leads; no board added.,no_url_at_all
SSC Services for Education,Held for identity or scope review,,,,,Unscoped Compass Group-wide board for SSC Services for Education; avoid duplicate parent-board alias.,needs_adapter
Stage 4 Solutions,Further adapter investigation required,,,,https://jobs.stage4solutions.com,,no_board_found
Stand8 Technology Consulting,Search leads saved — validation pending,,,,https://www.linkedin.com/company/stand8/jobs,Search results are unverified leads; no board added.,no_url_at_all
Star Mountain Capital,Held for identity or scope review,,,,,Official Star Mountain Capital careers page links current LinkedIn jobs; proposed Greenhouse tenant not linked in saved official page.,board_guessed_unverified
Starlite Building Services,Search leads saved — validation pending,,,,https://careers-starlitebuildingservices.icims.com/jobs/6778/divisional-controller/job?in_iframe=1,Search results are unverified leads; no board added.,no_url_at_all
StarPlus Energy,Further adapter investigation required,,,,https://recruiting.adp.com/srccsh/public/RTI.home?r=5001225947606&c=2199919&d=ExternalCareerSite&rb=INDEED&idUnique=5001225947606,,needs_adapter
Starr,Search leads saved — validation pending,,,,https://starr.com/About/Careers,Search results are unverified leads; no board added.,no_url_at_all
State of Alaska,Readable — identity review pending,https://www.governmentjobs.com/careers/alaska,schooljobs,289,https://www.governmentjobs.com/careers/Alaska/jobs/5473908/program-coordinator-2-dementia-coalition-coordinator-pcn-16n27002,,government_portal
State of Indiana,Search leads saved — validation pending,,,,https://www.in.gov/,Search results are unverified leads; no board added.,no_url_at_all
State of Louisiana,Search leads saved — validation pending,,,,https://www.doa.la.gov/doa/hr/employment-opportunities/,Search results are unverified leads; no board added.,no_url_at_all
State of New Hampshire,Further adapter investigation required,,,,https://jobsp.nhfirst.nh.gov/lawtaprd/CandidateSelfService/controller.servlet?context.dataarea=lmghr&webappname=CandidateSelfService&context.session.key.HROrganization=10&context.session.key.JobBoard=EXTERNAL&_saveKeys=true&JobPost=2&JobReq=52973&context.session.key.noheader=true,,government_portal
State of Oregon,Public portal restricted during check,,,,https://careers.stateoforegon.com,,no_board_found
State of Utah,Search leads saved — validation pending,,,,https://dhrm.utah.gov/search-jobs/,Search results are unverified leads; no board added.,no_url_at_all
STAUD,Search leads saved — validation pending,,,,https://www.stauds.com/en/,Search results are unverified leads; no board added.,no_url_at_all
Stealth Startup,Further adapter investigation required,,,,https://careers.stealthstartup.com,,no_board_found
"SteelSummit Holdings, Inc",Search leads saved — validation pending,,,,https://steelsummit.com/careers/,Search results are unverified leads; no board added.,no_url_at_all
Stefanini North America and APAC,Search leads saved — validation pending,,,,https://www.linkedin.com/company/stefanini-na-apac/jobs,Search results are unverified leads; no board added.,no_url_at_all
Stellantis,Further adapter investigation required,,,,https://careers.stellantis.com,,no_board_found
Stelvio Inc.,Search leads saved — validation pending,,,,https://www.linkedin.com/company/stelvioinc,Search results are unverified leads; no board added.,no_url_at_all
Sterling Computers,Added and verified,https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=da76a366-c959-4b2c-a12e-7c294e0c1658&ccId=19000101_000001,adp,25,https://sterling.com/careers/,Board registration read back from live database.,board_resolved_but_unused
STI-TEC,Search leads saved — validation pending,,,,https://www.sti-tec.com/,Search results are unverified leads; no board added.,no_url_at_all
Stoa Group,Search leads saved — validation pending,,,,https://www.stoagroup.com/,Search results are unverified leads; no board added.,no_url_at_all
Stormont Vail Health,Search leads saved — validation pending,,,,https://www.stormontvail.org/careers/,Search results are unverified leads; no board added.,no_url_at_all
Stradley Ronon,Search leads saved — validation pending,,,,https://www.stradley.com/careers/lawyers,Search results are unverified leads; no board added.,no_url_at_all
StratasCorp Technologies,Search leads saved — validation pending,,,,https://stratascorp.com/,Search results are unverified leads; no board added.,no_url_at_all
Strategic Analysis Incorporated,Search leads saved — validation pending,,,,https://www.linkedin.com/company/strategic-analysis-incorporated,Search results are unverified leads; no board added.,no_url_at_all
Stratolaunch,Added and verified,https://job-boards.greenhouse.io/stratolaunch,greenhouse,55,https://www.stratolaunch.com/careers/5421422008/,Board registration read back from live database.,board_guessed_unverified
Strive Health Services LLC,Search leads saved — validation pending,,,,https://strivehs.com/our-team/,Search results are unverified leads; no board added.,no_url_at_all
STRS Ohio,Search leads saved — validation pending,,,,https://www.linkedin.com/company/strs-ohio/jobs,Search results are unverified leads; no board added.,no_url_at_all
Studio Museum in Harlem,Search leads saved — validation pending,,,,https://www.studiomuseum.org/careers,Search results are unverified leads; no board added.,no_url_at_all
Suddath,Search leads saved — validation pending,,,,https://suddath.com/about/careers/,Search results are unverified leads; no board added.,no_url_at_all
Sun Valley Landscaping,Fetch failed during check,,,,https://secure.ipsonline.net/ta/SUNVALLEY.careers?ShowJob=872611592,"SSLError: HTTPSConnectionPool(host='secure.ipsonline.net', port=443): Max retries exceeded with url: /ta/SUNVALLEY.careers?ShowJob=872611592 (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VE",needs_adapter
SundaySky,Further adapter investigation required,,,,https://sundaysky.com/careers/co/us/2C.27E/senior-full-stack-engineer/all/?coref=1.11.pD9_CC15,,needs_adapter
Superior Essex,Further adapter investigation required,,,,https://recruiting.adp.com/srccsh/public/RTI.home?r=5001223328106&c=1145111&d=ExternalEssexSolutions&rb=INDEED&idUnique=5001223328106,,needs_adapter
Supernova Technology™,Search leads saved — validation pending,,,,https://www.linkedin.com/company/supernova-companies/jobs,Search results are unverified leads; no board added.,no_url_at_all
Supreme Elite,Search leads saved — validation pending,,,,https://careercenter.unt.edu/companies/supreme-elite/jobs/,Search results are unverified leads; no board added.,no_url_at_all
Surgimate,Held for identity or scope review,,,,,Official Surgimate careers page returned HTTP403; Ashby tenant linkage unconfirmed.,board_guessed_unverified
Survivors of Abuse in Recovery Inc.,Search leads saved — validation pending,,,,https://www.survivorsofabuse.org/about-5,Search results are unverified leads; no board added.,no_url_at_all
Swan Electric Company,Search leads saved — validation pending,,,,https://www.swanelectric.com/,Search results are unverified leads; no board added.,no_url_at_all
SWBC,Search leads saved — validation pending,,,,https://swbc.jobs.net/,Search results are unverified leads; no board added.,no_url_at_all
Swire Coca-Cola,Further adapter investigation required,,,,https://jobs.dayforcehcm.com/en-US/swirecc/CANDIDATEPORTAL/jobs/117027,,needs_adapter
SwitchThink Solutions,Search leads saved — validation pending,,,,https://jobs.desertfinancial.com/switchthink/us/en/home,Search results are unverified leads; no board added.,no_url_at_all
Swooped,Search leads saved — validation pending,,,,https://help.swooped.co/en/articles/8500464-what-is-swooped,Search results are unverified leads; no board added.,no_url_at_all
Synapse Health,Added and verified,https://job-boards.greenhouse.io/synapsehealth,greenhouse,15,https://synapsehealth.com/job-postings/,Board registration read back from live database.,needs_adapter
Synectics Inc.,Search leads saved — validation pending,,,,https://www.synectics-solutions.com/about/careers,Search results are unverified leads; no board added.,no_url_at_all
Synergy BIS,Adapter validation unresolved,https://jobs.jobvite.com/synergy,jobvite,0,https://app.jobvite.com/CompanyJobs/Job.aspx?j=oIMNAfwB&s=Indeed,,needs_adapter
Synergy Staffing,Search leads saved — validation pending,,,,https://synergystaffing.org/,Search results are unverified leads; no board added.,staffing_firm
Synertex LLC,Search leads saved — validation pending,,,,https://synertex.com/careers/,Search results are unverified leads; no board added.,no_url_at_all
T12 Technologies,Further adapter investigation required,,,,https://t12-technologies-llc.careerplug.com/j/034r1zv,,needs_adapter
Tactile Medical,Held for identity or scope review,,,,,Official Tactile Medical careers page returned HTTP403; current Greenhouse tenant link unconfirmed.,board_guessed_unverified
TAKKION,Search leads saved — validation pending,,,,https://takkion.com/careers/,Search results are unverified leads; no board added.,no_url_at_all
Talentooze,Search leads saved — validation pending,,,,https://www.linkedin.com/jobs/view/lead-automotive-systems-engineer-at-talentooze-4463514233,Search results are unverified leads; no board added.,no_url_at_all
Tamarind Bio,Held for identity or scope review,,,,,Official Tamarind Bio careers URL redirects to Y Combinator jobs. Proposed Ashby tenant not linked in saved page.,board_guessed_unverified
Tapani Inc.,Further adapter investigation required,,,,https://secure7.saashr.com/ta/6204758.careers?ShowJob=638003288,,needs_adapter
Tate,Search leads saved — validation pending,,,,https://jobsearch.tate.org.uk/,Search results are unverified leads; no board added.,no_url_at_all
Tate Access Floors,Further adapter investigation required,,,,https://kingspan.rec.pro.ukg.net/KIN1011KIPI/JobBoard/33608bb1-3ee4-499d-ac64-5bf915a31ac4/OpportunityDetail?opportunityId=11f1684e-d0f3-4185-93c4-f5e86a77ec3e&postingId=566253cd-5adc-42af-b95e-797f80201257,,needs_adapter
Tec Pro Ltd,Further adapter investigation required,,,,https://www.koniagew.com/?gnk=job&gni=8a7887a8a03fc2be01a063d7263f0d11&gns=Indeed+Free,,needs_adapter
Tech Electronics,Provided URL unavailable,,,,https://careers.techelectronics.com,,no_board_found
Techfellow Limited,Search leads saved — validation pending,,,,https://www.techfellow.co.uk/,Search results are unverified leads; no board added.,no_url_at_all
Technica Corporation,Search leads saved — validation pending,,,,https://www.technica.com/careers,Search results are unverified leads; no board added.,no_url_at_all
TechOp Solutions International,Search leads saved — validation pending,,,,https://techopsolutions.net/careers/,Search results are unverified leads; no board added.,no_url_at_all
TechTree,Blocked — unchanged,,,,,Explicit live admin blocklist; skipped.,blocklisted
TECO Peoples Gas,Search leads saved — validation pending,,,,https://jobs.tecoenergy.com/PeoplesGasSystem,Search results are unverified leads; no board added.,no_url_at_all
Tectutor Incorporation,Search leads saved — validation pending,,,,https://www.tectutor.com/contact-us,Search results are unverified leads; no board added.,no_url_at_all
"Tekla Research, Inc.",Search leads saved — validation pending,,,,https://www.linkedin.com/company/tekla-research-inc,Search results are unverified leads; no board added.,no_url_at_all
Temple Health – Temple University Health System,Added and verified,https://careers.templehealth.org,phenom,499,https://www.templehealth.org/careers,Board registration read back from live database.,no_board_found
Temu,Public portal restricted during check,,,,https://careers.temu.com,,no_board_found
Tenth Ward Distilling Company,Search leads saved — validation pending,,,,https://www.tenthwarddistilling.com/,Search results are unverified leads; no board added.,no_url_at_all
Tepa Companies,Search leads saved — validation pending,,,,https://tepa.com/careers/,Search results are unverified leads; no board added.,no_url_at_all
Terminix,Further adapter investigation required,,,,https://careers.terminix.com,,no_board_found
Terra Contracting Inc,Search leads saved — validation pending,,,,https://terracontracting.com/employment/,Search results are unverified leads; no board added.,no_url_at_all
Tesla Government Inc,Further adapter investigation required,,,,https://theapplicantmanager.com/jobs?pos=tg428&src=Indeed,,needs_adapter
"Tesla Laboratories, Inc.",Held for identity or scope review,,,,,Guessed tesla-labs.com careers path returned404. Search found current branded Paylocity Tesla Laboratories tenant; proposed Workable tenant requires official confirmation.,needs_adapter
TEVISHR,Further adapter investigation required,,,,https://careers.hireology.com/tevishr/2879077/description?ref=indeed.com&source=indeed,,needs_adapter
Texas Higher Education Coordinating Board,Search leads saved — validation pending,,,,https://www.highered.texas.gov/careers/,Search results are unverified leads; no board added.,no_url_at_all
Texas Workforce Commission,Search leads saved — validation pending,,,,https://careers.smartrecruiters.com/TexasWorkforceCommission,Search results are unverified leads; no board added.,staffing_firm
Textron Specialized Vehicles,Search leads saved — validation pending,,,,https://careers.textron.com/,Search results are unverified leads; no board added.,no_url_at_all
TGW Logistics,Search leads saved — validation pending,,,,https://www.tgw-group.com/us/career/jobs/,Search results are unverified leads; no board added.,no_url_at_all
Thales Cybersecurity Products,Search leads saved — validation pending,,,,https://www.linkedin.com/company/thalescloudsec,Search results are unverified leads; no board added.,no_url_at_all
Tharp Consulting,Search leads saved — validation pending,,,,https://www.linkedin.com/jobs/view/customer-service-representative-at-tharp-consulting-4447431099,Search results are unverified leads; no board added.,no_url_at_all
tharros,Further adapter investigation required,,,,https://secure6.saashr.com/ta/6186809.careers?ShowJob=738614721,,needs_adapter
The Amatriot Group,Further adapter investigation required,,,,https://amatriot.hrmdirect.com/employment/view.php?req=3789171&jbsrc=1014&location=3b75a998-ec1c-e3bc-fa57-e5ea929822a4,,needs_adapter
The Austin Stone Counseling Center,Search leads saved — validation pending,,,,https://www.linkedin.com/company/austinstonecounseling,Search results are unverified leads; no board added.,no_url_at_all
The Best Job Board,Search leads saved — validation pending,,,,https://www.thebestjobboard.com/,Search results are unverified leads; no board added.,no_url_at_all
The Christman Company,Search leads saved — validation pending,,,,https://www.christmanco.com/,Search results are unverified leads; no board added.,no_url_at_all
The City University of New York,University follow-up required,,,,https://www.cuny.edu/employment/search-jobs/,"Officialsource retrieved, but no fully validated supported board behind it during this audit.",no_board_found
The Common Good Tulsa,Further adapter investigation required,,,,https://www.cgtulsa.org/_files/ugd/d4742d_59614f2d42bf41a2bece8a62200a204b.pdf,,needs_adapter
The Community Supports Network (NE),Further adapter investigation required,,,,https://recruitingbypaycor.com/career/JobIntroduction.action?id=8a78859fa064222601a083023ade3e88&source=Indeed+Free,,needs_adapter
The D. E. Shaw Group,Search leads saved — validation pending,,,,https://www.linkedin.com/jobs/d-e-shaw-jobs,Search results are unverified leads; no board added.,no_url_at_all
The Dolores State Bank,Search leads saved — validation pending,,,,https://mydsb.com/careers.html,Search results are unverified leads; no board added.,no_url_at_all
The Everest Search Group,Search leads saved — validation pending,,,,https://www.linkedin.com/company/the-everest-group/jobs,Search results are unverified leads; no board added.,no_url_at_all
The Federal Savings Bank,Search leads saved — validation pending,,,,https://www.thefederalsavingsbank.com/careers/,Search results are unverified leads; no board added.,no_url_at_all
"The G.S. Haly Company, Inc",Search leads saved — validation pending,,,,https://www.gshaly.com/,Search results are unverified leads; no board added.,no_url_at_all
The Global Institute for Health and Human Rights,Search leads saved — validation pending,,,,https://www.linkedin.com/company/gihhr,Search results are unverified leads; no board added.,no_url_at_all
The Health Plan (THP),Search leads saved — validation pending,,,,https://www.linkedin.com/company/the-health-plan-thp-/jobs,Search results are unverified leads; no board added.,no_url_at_all
The Kinsley Group,Search leads saved — validation pending,,,,https://www.kinsley-group.com/careers/,Search results are unverified leads; no board added.,no_url_at_all
The Mechanical Licensing Collective,Added and verified,https://job-boards.greenhouse.io/mechanicallicensingcollective,greenhouse,3,https://www.themlc.com/careers,Board registration read back from live database.,board_guessed_unverified
"The MetroHealth System (Cleveland, OH)",Search leads saved — validation pending,,,,https://www.linkedin.com/company/metrohealthcle/jobs,Search results are unverified leads; no board added.,no_url_at_all
"The National Academies of Sciences, Engineering, and Medicine",Search leads saved — validation pending,,,,https://careers.nationalacademies.org/us/en,Search results are unverified leads; no board added.,no_url_at_all
The National Literacy Institute,Search leads saved — validation pending,,,,https://www.thenationalliteracyinstitute.com/join-our-team,Search results are unverified leads; no board added.,no_url_at_all
The Office of Addiction Services and Supports,Search leads saved — validation pending,,,,https://www.linkedin.com/company/nys-oasas,Search results are unverified leads; no board added.,no_url_at_all
The Office of the Chief Financial Officer (OCFO),Search leads saved — validation pending,,,,https://www.linkedin.com/company/ocfo-dc/jobs,Search results are unverified leads; no board added.,no_url_at_all
The Ohio State University Wexner Medical Center,Already configured,https://osu.wd1.myworkdayjobs.com/OSUCareers,workday,1011,https://hr.osu.edu/careers/,Board registration read back from live database.,needs_adapter
The Old Dominion Group,Search leads saved — validation pending,,,,https://olddominion.group/careers/,Search results are unverified leads; no board added.,no_url_at_all
The Options Clearing Corporation (OCC),Search leads saved — validation pending,,,,https://www.theocc.com/careers,Search results are unverified leads; no board added.,no_url_at_all
"THE ORYZA GROUP, LLC",Further adapter investigation required,,,,https://www.appone.com/applinkportal.asp?r_id=7205165&AdCode=Indeed14248,,needs_adapter
The Pasha Group,Search leads saved — validation pending,,,,https://www.linkedin.com/company/the-pasha-group/jobs,Search results are unverified leads; no board added.,no_url_at_all
The Peer Company,Search leads saved — validation pending,,,,https://www.linkedin.com/company/thepeercompany,Search results are unverified leads; no board added.,no_url_at_all
The Phoenix Group,Held for identity or scope review,,,,,Identity ambiguity: Ashby phoenix reports Phoenix; no evidence distinguishes this from The Phoenix Group employer intended by the backlog.,board_guessed_unverified
The Poole and Kent Corporation,Search leads saved — validation pending,,,,https://pkcorp.com/,Search results are unverified leads; no board added.,no_url_at_all
The Shade Store,Search leads saved — validation pending,,,,https://www.theshadestore.com/corporate-info/careers,Search results are unverified leads; no board added.,no_url_at_all
The Strathmore Group,Search leads saved — validation pending,,,,https://strathmorehotels.com/work-with-us/,Search results are unverified leads; no board added.,no_url_at_all
The Travel Corporation,Search leads saved — validation pending,,,,https://ttc.com/careers/,Search results are unverified leads; no board added.,no_url_at_all
The Vomela Companies,Added and verified,https://apply.workable.com/vomela,workable,41,https://www.vomela.com/careers/,Board registration read back from live database.,needs_adapter
The Waldinger Corporation,Search leads saved — validation pending,,,,https://www.waldinger.com/careers,Search results are unverified leads; no board added.,no_url_at_all
The Wall Street Journal,Search leads saved — validation pending,,,,https://wsj.jobs/,Search results are unverified leads; no board added.,no_url_at_all
The Walt Disney Studios,Search leads saved — validation pending,,,,https://www.disneycareers.com/en/business/custom_fields.industrycustomfield/the%20walt%20disney%20studios/391/5,Search results are unverified leads; no board added.,no_url_at_all
Thermo Systems LLC,Further adapter investigation required,,,,https://thermo.hrmdirect.com/employment/view.php?req=3792285&jbsrc=1014&location=6856c839-7abe-eea7-5a2f-79fcad36ec1c,,no_board_found
Think and Ink Grant Consulting,Further adapter investigation required,,,,https://jobs.gusto.com/postings/think-and-ink-grant-consulting-operations-project-manager-30e1453a-623b-4213-89be-922101a3c7c6,,needs_adapter
Thomas & Hutton,Search leads saved — validation pending,,,,https://www.thomasandhutton.com/join-our-team/,Search results are unverified leads; no board added.,no_url_at_all
"Thompson Gray, Inc.",Search leads saved — validation pending,,,,https://thompson-gray.com/,Search results are unverified leads; no board added.,no_url_at_all
THUNDERYARD SOLUTIONS,Search leads saved — validation pending,,,,https://thunderyard.com/,Search results are unverified leads; no board added.,no_url_at_all
Tiello,Search leads saved — validation pending,,,,https://www.tiello.com/jobs,Search results are unverified leads; no board added.,no_url_at_all
TIENS,Search leads saved — validation pending,,,,https://www.tiens.com/,Search results are unverified leads; no board added.,no_url_at_all
"Tier Tech International, Inc.",Search leads saved — validation pending,,,,https://tier-tech.com/careers/,Search results are unverified leads; no board added.,no_url_at_all
Tier4 Group,Further adapter investigation required,,,,https://jobs.tier4group.com/,,no_board_found
"Timberline Construction Group, LLC",Search leads saved — validation pending,,,,https://timberlinecg.com/join-us/,Search results are unverified leads; no board added.,no_url_at_all
TJFACT LLC - Totally Joined for Achieving Collaborative Techniques,Search leads saved — validation pending,,,,https://www.linkedin.com/company/tjfact-llc---8-a-hubzone-and-sdvosb/jobs,Search results are unverified leads; no board added.,no_url_at_all
Toho Water Authority,Search leads saved — validation pending,,,,https://www.tohowater.com/careers,Search results are unverified leads; no board added.,no_url_at_all
Toll Brothers,Added and verified,https://jobs-tollbrothers.icims.com/jobs/search?ss=1&in_iframe=1,icims,149,https://www.tollcareercenter.com/jobs/operations-coordinator/25437/,Board registration read back from live database.,needs_adapter
TOMES & HANRATTY PC,Search leads saved — validation pending,,,,https://www.indeed.com/cmp/Tomes-%26-Hanratty-PC,Search results are unverified leads; no board added.,no_url_at_all
Tomorrow Water,Search leads saved — validation pending,,,,https://www.tomorrowwater.com/careers,Search results are unverified leads; no board added.,no_url_at_all
Top Prospect Group,Further adapter investigation required,,,,https://jobs.topprospectgroup.com/,,no_board_found
Top Stack,Search leads saved — validation pending,,,,https://www.topstack.com/eu,Search results are unverified leads; no board added.,no_url_at_all
Toshiba,Search leads saved — validation pending,,,,https://toshiba.com/tic/about-us/careers/,Search results are unverified leads; no board added.,no_url_at_all
TotalEnergies,Adapter validation unresolved,https://totalenergies.avature.net/en_US/SearchJobs,avature,0,https://careers.totalenergies.com/en,,no_board_found
Toyota Automated Logistics,Further adapter investigation required,,,,https://recruiting.adp.com/srccsh/public/RTI.home?r=5001218394800&c=1138141&d=TALSCareerSite&rb=INDEED&idUnique=5001218394800,,needs_adapter
TPG,Search leads saved — validation pending,,,,https://www.tpg.com/careers,Search results are unverified leads; no board added.,no_url_at_all
"TPM Group, LLC",Held for identity or scope review,,,,,TPM Group name has multiple employers. Search found Tyson PM Group and other TPM businesses; no saved official link proves Greenhouse tpm identity.,board_guessed_unverified
TraceGains,Search leads saved — validation pending,,,,https://tracegains.com/job-openings/,Search results are unverified leads; no board added.,no_url_at_all
Tractorbeam,Provided URL unavailable,,,,https://careers.tractorbeam.com,,no_board_found
"TRANCASA USA, INC",Further adapter investigation required,,,,https://trancasa.online/careers/?gnk=job&gni=8a78839e9fd3ba7b01a033fe37e170dc&gns=Indeed+Free,,needs_adapter
Transglobal Services LLC,Search leads saved — validation pending,,,,https://thetgs.com/career,Search results are unverified leads; no board added.,no_url_at_all
Transit & Flow,Search leads saved — validation pending,,,,https://transitflowplumbing.com/about/careers/,Search results are unverified leads; no board added.,no_url_at_all
TransMarket Group,Search leads saved — validation pending,,,,https://www.transmarketgroup.com/,Search results are unverified leads; no board added.,no_url_at_all
TRAX International Corporation,Search leads saved — validation pending,,,,https://www.traxintl.com/,Search results are unverified leads; no board added.,no_url_at_all
TreeHouse Foods,Search leads saved — validation pending,,,,https://www.treehousefoods.com/Careers/,Search results are unverified leads; no board added.,no_url_at_all
Trimont,Search leads saved — validation pending,,,,https://trimont.com/apac/careers/,Search results are unverified leads; no board added.,no_url_at_all
Trinity Life Sciences,Search leads saved — validation pending,,,,https://trinitylifesciences.com/company/careers/,Search results are unverified leads; no board added.,no_url_at_all
Trinity Lutheran Childcare & Preschool,Search leads saved — validation pending,,,,https://www.career.com/company/Trinity-Lutheran-Childcare-Preschool/jobs?cid=g202203251007368146205,Search results are unverified leads; no board added.,no_url_at_all
TriStar Health,Public portal restricted during check,,,,https://careers.hcahealthcare.com/en/jobs/18147552-plant-operations-coordinator?tm_job=1-INFOR-4834249&tm_event=view&tm_company=2537,,needs_adapter
"Tropical Assemblies, Inc.",Search leads saved — validation pending,,,,https://tropicalassemblies.com/contact/,Search results are unverified leads; no board added.,no_url_at_all
Truckstop.com,Search leads saved — validation pending,,,,https://www.linkedin.com/company/truckstop/jobs,Search results are unverified leads; no board added.,no_url_at_all
Trulieve,Blocked — unchanged,,,,,Explicit live admin blocklist; skipped.,blocklisted
Trusted Ally Home Care,Further adapter investigation required,,,,https://trustedally.com/careers?gnk=job&gni=8a7887a8a03fc2be01a059646fe92c4e&gns=Indeed+Free,,needs_adapter
"Trusted Concepts, Inc.",Search leads saved — validation pending,,,,https://www.linkedin.com/company/trusted-concepts-inc.,Search results are unverified leads; no board added.,no_url_at_all
Tucker Parker Smith Group (TPS Group),Search leads saved — validation pending,,,,https://www.linkedin.com/company/tps-group,Search results are unverified leads; no board added.,no_url_at_all
Tufts Medicine,Search leads saved — validation pending,,,,https://careers.tuftsmedicine.org/us/en,Search results are unverified leads; no board added.,no_url_at_all
"TW9, LLC",Search leads saved — validation pending,,,,https://www.jobs.service.gov.uk/jobs/6a5f36dc73b6d2660b88d342,Search results are unverified leads; no board added.,no_url_at_all
Twin Bridge Capital Partners,Search leads saved — validation pending,,,,https://twinbridgecapital.com/,Search results are unverified leads; no board added.,no_url_at_all
U-Haul,Added and verified,https://uhaul.wd1.myworkdayjobs.com/UhaulJobs,workday,471,https://jobs.uhaul.com/,Board registration read back from live database.,no_board_found
U.S. Army MWR,Search leads saved — validation pending,,,,https://www.armymwr.com/employee-portal/naf-personnel-services/office-locations,Search results are unverified leads; no board added.,no_url_at_all
U.S. Defense Intelligence Agency,Further adapter investigation required,,,,https://www.usajobs.gov:443/job/883780200,,government_portal
"U.S. Federal Solutions, Inc.",Search leads saved — validation pending,,,,https://usfederalsolutions.com/,Search results are unverified leads; no board added.,no_url_at_all
U.S. Navy Fleet and Family Readiness (FFR),Search leads saved — validation pending,,,,https://www.linkedin.com/company/us-navy-ffr/jobs,Search results are unverified leads; no board added.,no_url_at_all
U.S. Pacific Fleet,Search leads saved — validation pending,,,,https://www.surfpac.navy.mil/,Search results are unverified leads; no board added.,no_url_at_all
UC Davis Health,Search leads saved — validation pending,,,,https://health.ucdavis.edu/join-the-team/,Search results are unverified leads; no board added.,no_url_at_all
UCI-OC Alliance,Search leads saved — validation pending,,,,https://uciocalliance.uci.edu/,Search results are unverified leads; no board added.,no_url_at_all
UF Information Technology (UFIT),Search leads saved — validation pending,,,,https://explore.jobs.ufl.edu/en-us/Search/?search-keyword=14010000%2C+14020000%2C+14030000%2C+14040000%2C+1420%2C+14300000%2C+14400000%2C+1450%2C+1470%2C+14800000&subscribe=true,Search results are unverified leads; no board added.,no_url_at_all
UL Solutions,Search leads saved — validation pending,,,,https://www.ul.com/careers,Search results are unverified leads; no board added.,no_url_at_all
